,Title,Average Score,Score Count,Genres
173,Bang-On Balls: Chronicles,80.0,4,Platform
173,Bang-On Balls: Chronicles,80.0,4,Adventure
173,Bang-On Balls: Chronicles,80.0,4,Indie
173,Bang-On Balls: Chronicles,80.0,4,Arcade
174,The Long Drive,60.0,4,Simulator
174,The Long Drive,60.0,4,Adventure
174,The Long Drive,60.0,4,Indie
175,Black Skylands,80.0,4,Shooter
175,Black Skylands,80.0,4,Role-playing (RPG)
175,Black Skylands,80.0,4,Simulator
175,Black Skylands,80.0,4,Adventure
175,Black Skylands,80.0,4,Indie
176,Gamecraft,60.0,4,Simulator
176,Gamecraft,60.0,4,Indie
177,Shortest Trip to Earth,64.83333333333334,4,Real Time Strategy (RTS)
177,Shortest Trip to Earth,64.83333333333334,4,Simulator
177,Shortest Trip to Earth,64.83333333333334,4,Strategy
177,Shortest Trip to Earth,64.83333333333334,4,Adventure
177,Shortest Trip to Earth,64.83333333333334,4,Indie
178,Mist Survival,80.0,4,Simulator
178,Mist Survival,80.0,4,Adventure
178,Mist Survival,80.0,4,Indie
179,Meow Motors,65.5,4,Racing
179,Meow Motors,65.5,4,Indie
179,Meow Motors,65.5,4,Arcade
180,Mars Horizon,80.0,4,Simulator
180,Mars Horizon,80.0,4,Strategy
180,Mars Horizon,80.0,4,Indie
181,The Coin Game,70.0,4,Simulator
181,The Coin Game,70.0,4,Adventure
181,The Coin Game,70.0,4,Indie
182,Chinese Parents,80.0,4,Role-playing (RPG)
182,Chinese Parents,80.0,4,Simulator
182,Chinese Parents,80.0,4,Adventure
182,Chinese Parents,80.0,4,Indie
183,Fault: Elder Orb,50.0,4,Strategy
183,Fault: Elder Orb,50.0,4,MOBA
184,Yorkshire Gubbins,79.0,4,Point-and-click
184,Yorkshire Gubbins,79.0,4,Adventure
184,Yorkshire Gubbins,79.0,4,Indie
185,Rise to Ruins,80.0,4,Simulator
185,Rise to Ruins,80.0,4,Strategy
185,Rise to Ruins,80.0,4,Indie
186,Knockout League,76.0,4,Fighting
186,Knockout League,76.0,4,Sport
186,Knockout League,76.0,4,Adventure
186,Knockout League,76.0,4,Arcade
187,Long Gone Days,72.0,4,Role-playing (RPG)
187,Long Gone Days,72.0,4,Indie
187,Long Gone Days,72.0,4,Visual Novel
188,Guild Quest,60.0,4,Role-playing (RPG)
188,Guild Quest,60.0,4,Simulator
188,Guild Quest,60.0,4,Strategy
188,Guild Quest,60.0,4,Indie
189,Derail Valley,80.0,4,Racing
189,Derail Valley,80.0,4,Simulator
189,Derail Valley,80.0,4,Adventure
189,Derail Valley,80.0,4,Indie
190,Terroir,60.0,4,Simulator
190,Terroir,60.0,4,Strategy
190,Terroir,60.0,4,Indie
191,Pocket Rumble,62.5,4,Fighting
191,Pocket Rumble,62.5,4,Indie
192,Can't Drive This,50.0,4,Racing
192,Can't Drive This,50.0,4,Indie
193,Windscape,66.16666666666667,4,Fighting
193,Windscape,66.16666666666667,4,Puzzle
193,Windscape,66.16666666666667,4,Role-playing (RPG)
193,Windscape,66.16666666666667,4,Adventure
193,Windscape,66.16666666666667,4,Indie
194,Volo Airsport,50.0,4,Racing
194,Volo Airsport,50.0,4,Simulator
194,Volo Airsport,50.0,4,Sport
194,Volo Airsport,50.0,4,Indie
195,Salt,80.0,4,Point-and-click
195,Salt,80.0,4,Puzzle
195,Salt,80.0,4,Role-playing (RPG)
195,Salt,80.0,4,Strategy
195,Salt,80.0,4,Adventure
195,Salt,80.0,4,Indie
196,Automation: The Car Company Tycoon Game,80.0,4,Racing
196,Automation: The Car Company Tycoon Game,80.0,4,Simulator
196,Automation: The Car Company Tycoon Game,80.0,4,Strategy
197,The Way of Life,66.16795317036319,4,Fighting
197,The Way of Life,66.16795317036319,4,Music
197,The Way of Life,66.16795317036319,4,Adventure
197,The Way of Life,66.16795317036319,4,Indie
198,Medieval Engineers,60.0,4,Simulator
198,Medieval Engineers,60.0,4,Strategy
198,Medieval Engineers,60.0,4,Indie
199,Secrets of Grindea,80.0,4,Role-playing (RPG)
199,Secrets of Grindea,80.0,4,Adventure
199,Secrets of Grindea,80.0,4,Indie
200,Realms of Arkania: Star Trail,50.0,4,Role-playing (RPG)
200,Realms of Arkania: Star Trail,50.0,4,Adventure
200,Realms of Arkania: Star Trail,50.0,4,Indie
201,Stranded: Alien Dawn,83.66666666666667,3,Simulator
201,Stranded: Alien Dawn,83.66666666666667,3,Strategy
202,Power Chord,60.0,3,Strategy
202,Power Chord,60.0,3,Turn-based strategy (TBS)
202,Power Chord,60.0,3,Indie
202,Power Chord,60.0,3,Card & Board Game
203,Instruments of Destruction,87.0,3,Simulator
204,Tinker Racers,70.0,3,Racing
204,Tinker Racers,70.0,3,Adventure
204,Tinker Racers,70.0,3,Indie
205,The Political Process,80.0,3,Simulator
205,The Political Process,80.0,3,Strategy
205,The Political Process,80.0,3,Indie
206,10 Miles to Safety,80.0,3,Fighting
206,10 Miles to Safety,80.0,3,Strategy
206,10 Miles to Safety,80.0,3,Indie
207,Hot Shot Burn,70.0,3,Sport
207,Hot Shot Burn,70.0,3,Indie
207,Hot Shot Burn,70.0,3,Arcade
208,Quantum League,71.0,3,Sport
208,Quantum League,71.0,3,Strategy
208,Quantum League,71.0,3,Indie
209,A Year of Rain,50.0,3,Real Time Strategy (RTS)
209,A Year of Rain,50.0,3,Role-playing (RPG)
209,A Year of Rain,50.0,3,Strategy
209,A Year of Rain,50.0,3,Indie
210,Rogue Star Rescue,70.0,3,Shooter
210,Rogue Star Rescue,70.0,3,Role-playing (RPG)
210,Rogue Star Rescue,70.0,3,Strategy
210,Rogue Star Rescue,70.0,3,Adventure
210,Rogue Star Rescue,70.0,3,Indie
211,Blazing Sails,80.0,3,Shooter
211,Blazing Sails,80.0,3,Tactical
211,Blazing Sails,80.0,3,Adventure
211,Blazing Sails,80.0,3,Indie
212,Mystic Vale,75.0,3,Strategy
212,Mystic Vale,75.0,3,Indie
212,Mystic Vale,75.0,3,Card & Board Game
213,Nanotale: Typing Chronicles,65.0,3,Puzzle
213,Nanotale: Typing Chronicles,65.0,3,Role-playing (RPG)
213,Nanotale: Typing Chronicles,65.0,3,Adventure
213,Nanotale: Typing Chronicles,65.0,3,Indie
214,Down to Hell,45.0,3,Fighting
214,Down to Hell,45.0,3,Role-playing (RPG)
214,Down to Hell,45.0,3,Indie
214,Down to Hell,45.0,3,Arcade
215,Tapsonic Bold,25.0,3,Music
215,Tapsonic Bold,25.0,3,Racing
216,Beasts of Bermuda,50.0,3,Simulator
216,Beasts of Bermuda,50.0,3,Adventure
216,Beasts of Bermuda,50.0,3,Indie
217,Rising Hell,70.0,3,Platform
217,Rising Hell,70.0,3,Role-playing (RPG)
217,Rising Hell,70.0,3,Adventure
217,Rising Hell,70.0,3,Indie
218,The Waylanders,60.0,3,Role-playing (RPG)
218,The Waylanders,60.0,3,Strategy
218,The Waylanders,60.0,3,Tactical
218,The Waylanders,60.0,3,Adventure
218,The Waylanders,60.0,3,Indie
219,Factory Town,70.0,3,Simulator
219,Factory Town,70.0,3,Strategy
219,Factory Town,70.0,3,Indie
220,Deadly Days,60.0,3,Shooter
220,Deadly Days,60.0,3,Role-playing (RPG)
220,Deadly Days,60.0,3,Strategy
220,Deadly Days,60.0,3,Indie
220,Deadly Days,60.0,3,Arcade
221,Clicker Heroes 2,60.0,3,Role-playing (RPG)
221,Clicker Heroes 2,60.0,3,Simulator
221,Clicker Heroes 2,60.0,3,Strategy
221,Clicker Heroes 2,60.0,3,Adventure
221,Clicker Heroes 2,60.0,3,Indie
222,Fugl,71.5,3,Role-playing (RPG)
222,Fugl,71.5,3,Simulator
222,Fugl,71.5,3,Adventure
222,Fugl,71.5,3,Indie
223,Intruder,80.0,3,Shooter
223,Intruder,80.0,3,Simulator
223,Intruder,80.0,3,Indie
224,Cogmind,80.0,3,Role-playing (RPG)
224,Cogmind,80.0,3,Strategy
224,Cogmind,80.0,3,Adventure
224,Cogmind,80.0,3,Indie
225,Null Vector,78.5,3,Shooter
225,Null Vector,78.5,3,Indie
226,Broke Protocol: Online City RPG,50.0,3,Role-playing (RPG)
226,Broke Protocol: Online City RPG,50.0,3,Simulator
226,Broke Protocol: Online City RPG,50.0,3,Adventure
226,Broke Protocol: Online City RPG,50.0,3,Indie
227,Guns'n'Stories: Bulletproof VR,71.5,3,Shooter
227,Guns'n'Stories: Bulletproof VR,71.5,3,Simulator
227,Guns'n'Stories: Bulletproof VR,71.5,3,Adventure
227,Guns'n'Stories: Bulletproof VR,71.5,3,Arcade
228,CAT Interstellar,60.0,3,Adventure
228,CAT Interstellar,60.0,3,Indie
229,Head Shot,50.0,3,Adventure
229,Head Shot,50.0,3,Indie
230,UBoat,60.0,3,Simulator
230,UBoat,60.0,3,Strategy
230,UBoat,60.0,3,Tactical
230,UBoat,60.0,3,Indie
231,Atomic Society,70.0,3,Real Time Strategy (RTS)
231,Atomic Society,70.0,3,Simulator
231,Atomic Society,70.0,3,Strategy
232,Pylon: Rogue,62.0,3,Role-playing (RPG)
232,Pylon: Rogue,62.0,3,Indie
233,Onward,80.0,3,Shooter
233,Onward,80.0,3,Simulator
233,Onward,80.0,3,Strategy
233,Onward,80.0,3,Tactical
233,Onward,80.0,3,Indie
234,Quarantine,60.0,3,Shooter
234,Quarantine,60.0,3,Racing
234,Quarantine,60.0,3,Role-playing (RPG)
234,Quarantine,60.0,3,Simulator
234,Quarantine,60.0,3,Strategy
234,Quarantine,60.0,3,Tactical
234,Quarantine,60.0,3,Indie
235,The Spatials: Galactology,70.0,3,Role-playing (RPG)
235,The Spatials: Galactology,70.0,3,Simulator
235,The Spatials: Galactology,70.0,3,Strategy
235,The Spatials: Galactology,70.0,3,Indie
236,Wayward,80.0,3,Role-playing (RPG)
236,Wayward,80.0,3,Simulator
236,Wayward,80.0,3,Adventure
236,Wayward,80.0,3,Indie
237,Dreambreak,51.66666666666666,3,Platform
237,Dreambreak,51.66666666666666,3,Adventure
237,Dreambreak,51.66666666666666,3,Indie
238,Holodrive,79.0,3,Shooter
238,Holodrive,79.0,3,Platform
238,Holodrive,79.0,3,Indie
239,Saurian,60.0,3,Simulator
239,Saurian,60.0,3,Indie
240,Empires of the Undergrowth,80.0,3,Real Time Strategy (RTS)
240,Empires of the Undergrowth,80.0,3,Simulator
240,Empires of the Undergrowth,80.0,3,Strategy
240,Empires of the Undergrowth,80.0,3,Indie
241,Wartile,70.0,3,Role-playing (RPG)
241,Wartile,70.0,3,Strategy
241,Wartile,70.0,3,Tactical
241,Wartile,70.0,3,Adventure
241,Wartile,70.0,3,Indie
241,Wartile,70.0,3,Card & Board Game
242,KeeperRL,80.0,3,Real Time Strategy (RTS)
242,KeeperRL,80.0,3,Role-playing (RPG)
242,KeeperRL,80.0,3,Strategy
243,Project Aura,50.0,3,Simulator
243,Project Aura,50.0,3,Strategy
243,Project Aura,50.0,3,Indie
244,1... 2... 3... Kick It!: Drop That Beat Like an Ugly Baby,40.0,3,Music
244,1... 2... 3... Kick It!: Drop That Beat Like an Ugly Baby,40.0,3,Indie
245,Rising World,80.0,3,Role-playing (RPG)
245,Rising World,80.0,3,Adventure
245,Rising World,80.0,3,Indie
246,Starforge,10.17757790959444,3,Shooter
246,Starforge,10.17757790959444,3,Simulator
246,Starforge,10.17757790959444,3,Adventure
246,Starforge,10.17757790959444,3,Indie
247,Fabledom,83.0,2,Simulator
247,Fabledom,83.0,2,Strategy
248,Kukoos: Lost Pets,61.5,2,Platform
248,Kukoos: Lost Pets,61.5,2,Puzzle
248,Kukoos: Lost Pets,61.5,2,Adventure
248,Kukoos: Lost Pets,61.5,2,Indie
249,GetsuFumaDen: Undying Moon,70.5,2,Hack and slash/Beat 'em up
249,GetsuFumaDen: Undying Moon,70.5,2,Indie
250,Fuzz Force: Spook Squad,70.0,2,Role-playing (RPG)
250,Fuzz Force: Spook Squad,70.0,2,Adventure
250,Fuzz Force: Spook Squad,70.0,2,Card & Board Game
251,Knock on the Coffin Lid,70.0,2,Role-playing (RPG)
251,Knock on the Coffin Lid,70.0,2,Strategy
251,Knock on the Coffin Lid,70.0,2,Turn-based strategy (TBS)
251,Knock on the Coffin Lid,70.0,2,Indie
251,Knock on the Coffin Lid,70.0,2,Card & Board Game
252,Streamer Daily,70.0,2,Simulator
252,Streamer Daily,70.0,2,Strategy
252,Streamer Daily,70.0,2,Adventure
252,Streamer Daily,70.0,2,Indie
253,Soviet Jump Game,80.0,2,Platform
253,Soviet Jump Game,80.0,2,Indie
254,Card Hog,80.0,2,Puzzle
254,Card Hog,80.0,2,Role-playing (RPG)
254,Card Hog,80.0,2,Strategy
254,Card Hog,80.0,2,Turn-based strategy (TBS)
254,Card Hog,80.0,2,Indie
254,Card Hog,80.0,2,Card & Board Game
255,Comanche,60.0,2,Fighting
255,Comanche,60.0,2,Shooter
255,Comanche,60.0,2,Simulator
256,Undying,67.0,2,Role-playing (RPG)
256,Undying,67.0,2,Strategy
256,Undying,67.0,2,Adventure
256,Undying,67.0,2,Indie
257,Killsquad,72.5,2,Role-playing (RPG)
257,Killsquad,72.5,2,Hack and slash/Beat 'em up
257,Killsquad,72.5,2,Indie
257,Killsquad,72.5,2,Arcade
258,Little Witch Nobeta,70.5,2,Shooter
258,Little Witch Nobeta,70.5,2,Indie
259,Ashes of Oahu,50.0,2,Role-playing (RPG)
259,Ashes of Oahu,50.0,2,Indie
260,Timeflow: Time and Money Simulator,50.0,2,Role-playing (RPG)
260,Timeflow: Time and Money Simulator,50.0,2,Simulator
260,Timeflow: Time and Money Simulator,50.0,2,Strategy
260,Timeflow: Time and Money Simulator,50.0,2,Indie
261,Last Oasis,60.0,2,Role-playing (RPG)
261,Last Oasis,60.0,2,Adventure
261,Last Oasis,60.0,2,Indie
262,Odd Realm,70.0,2,Simulator
262,Odd Realm,70.0,2,Strategy
262,Odd Realm,70.0,2,Indie
263,No Time to Relax,70.0,2,Simulator
263,No Time to Relax,70.0,2,Strategy
263,No Time to Relax,70.0,2,Indie
263,No Time to Relax,70.0,2,Card & Board Game
264,Pax Nova,50.0,2,Strategy
264,Pax Nova,50.0,2,Indie
265,XO,70.0,2,Role-playing (RPG)
265,XO,70.0,2,Simulator
265,XO,70.0,2,Strategy
265,XO,70.0,2,Indie
266,Never Breakup,60.0,2,Platform
266,Never Breakup,60.0,2,Racing
266,Never Breakup,60.0,2,Strategy
266,Never Breakup,60.0,2,Adventure
266,Never Breakup,60.0,2,Indie
267,Newfound Courage,70.0,2,Puzzle
267,Newfound Courage,70.0,2,Simulator
267,Newfound Courage,70.0,2,Adventure
267,Newfound Courage,70.0,2,Indie
268,CryoFall,50.0,2,Role-playing (RPG)
268,CryoFall,50.0,2,Simulator
268,CryoFall,50.0,2,Strategy
268,CryoFall,50.0,2,Adventure
268,CryoFall,50.0,2,Indie
269,Godhood,50.0,2,Role-playing (RPG)
269,Godhood,50.0,2,Simulator
269,Godhood,50.0,2,Strategy
270,Dead or School,67.5,2,Role-playing (RPG)
270,Dead or School,67.5,2,Hack and slash/Beat 'em up
270,Dead or School,67.5,2,Indie
271,This Land Is My Land,70.0,2,Role-playing (RPG)
271,This Land Is My Land,70.0,2,Simulator
271,This Land Is My Land,70.0,2,Indie
272,Blast Zone! Tournament,50.0,2,Sport
272,Blast Zone! Tournament,50.0,2,Indie
273,KurtzPel,50.0,2,Fighting
274,Blood Waves,50.0,2,Shooter
274,Blood Waves,50.0,2,Strategy
274,Blood Waves,50.0,2,Indie
275,Forged Battalion,80.0,2,Real Time Strategy (RTS)
275,Forged Battalion,80.0,2,Simulator
275,Forged Battalion,80.0,2,Strategy
275,Forged Battalion,80.0,2,Indie
276,Flotsam,60.0,2,Simulator
276,Flotsam,60.0,2,Strategy
276,Flotsam,60.0,2,Indie
277,Wasted Pizza,50.0,2,Indie
278,Flashing Lights: Police Fire EMS,50.0,2,Simulator
278,Flashing Lights: Police Fire EMS,50.0,2,Indie
279,Witch Hunt,80.0,2,Adventure
279,Witch Hunt,80.0,2,Indie
280,Empires in Ruins,70.0,2,Role-playing (RPG)
280,Empires in Ruins,70.0,2,Simulator
280,Empires in Ruins,70.0,2,Strategy
280,Empires in Ruins,70.0,2,Indie
281,Dog Duty,70.0,2,Shooter
281,Dog Duty,70.0,2,Strategy
281,Dog Duty,70.0,2,Indie
281,Dog Duty,70.0,2,Arcade
282,Operation Warcade VR,72.5,2,Shooter
282,Operation Warcade VR,72.5,2,Simulator
282,Operation Warcade VR,72.5,2,Adventure
282,Operation Warcade VR,72.5,2,Indie
283,Crest,60.0,2,Simulator
283,Crest,60.0,2,Strategy
283,Crest,60.0,2,Adventure
283,Crest,60.0,2,Indie
284,The District,20.0,2,Adventure
284,The District,20.0,2,Indie
285,VR Karts,57.5,2,Racing
285,VR Karts,57.5,2,Indie
285,VR Karts,57.5,2,Arcade
286,Planet Centauri,60.0,2,Role-playing (RPG)
286,Planet Centauri,60.0,2,Adventure
286,Planet Centauri,60.0,2,Indie
287,Gamma Bros,70.0,2,Indie
288,Project Arrhythmia,70.0,2,Adventure
288,Project Arrhythmia,70.0,2,Indie
289,QuiVr,80.0,2,Shooter
289,QuiVr,80.0,2,Simulator
289,QuiVr,80.0,2,Indie
290,Blasters of the Universe,70.0,2,Shooter
290,Blasters of the Universe,70.0,2,Arcade
291,Bombslinger,72.5,2,Fighting
291,Bombslinger,72.5,2,Shooter
291,Bombslinger,72.5,2,Strategy
291,Bombslinger,72.5,2,Adventure
291,Bombslinger,72.5,2,Indie
291,Bombslinger,72.5,2,Arcade
291,Bombslinger,72.5,2,Card & Board Game
292,Star Explorers,50.0,2,Role-playing (RPG)
292,Star Explorers,50.0,2,Simulator
292,Star Explorers,50.0,2,Adventure
292,Star Explorers,50.0,2,Indie
293,Bigfoot,50.0,2,Shooter
293,Bigfoot,50.0,2,Adventure
293,Bigfoot,50.0,2,Indie
294,Drunkn Bar Fight,80.0,2,Fighting
294,Drunkn Bar Fight,80.0,2,Hack and slash/Beat 'em up
294,Drunkn Bar Fight,80.0,2,Indie
294,Drunkn Bar Fight,80.0,2,Arcade
295,Brick Rigs,60.0,2,Simulator
296,Low Magic Age,80.0,2,Role-playing (RPG)
296,Low Magic Age,80.0,2,Strategy
296,Low Magic Age,80.0,2,Turn-based strategy (TBS)
296,Low Magic Age,80.0,2,Tactical
296,Low Magic Age,80.0,2,Adventure
296,Low Magic Age,80.0,2,Indie
297,A-Tech Cybernetic,80.0,2,Indie
298,Production Line,60.0,2,Simulator
298,Production Line,60.0,2,Strategy
298,Production Line,60.0,2,Indie
299,Karnage Chronicles,80.0,2,Role-playing (RPG)
299,Karnage Chronicles,80.0,2,Sport
299,Karnage Chronicles,80.0,2,Adventure
299,Karnage Chronicles,80.0,2,Indie
300,Post Human W.A.R,75.0,2,Strategy
300,Post Human W.A.R,75.0,2,Indie
301,Sailaway,80.0,2,Racing
301,Sailaway,80.0,2,Simulator
301,Sailaway,80.0,2,Sport
301,Sailaway,80.0,2,Indie
302,NITE Team 4,70.0,2,Simulator
302,NITE Team 4,70.0,2,Strategy
302,NITE Team 4,70.0,2,Adventure
302,NITE Team 4,70.0,2,Indie
303,We Need to Go Deeper,80.0,2,Simulator
303,We Need to Go Deeper,80.0,2,Strategy
303,We Need to Go Deeper,80.0,2,Adventure
303,We Need to Go Deeper,80.0,2,Indie
304,BattleCrew: Space Pirates,35.0,2,Indie
305,Spellsworn,80.0,2,Indie
306,Yore VR,50.0,2,Role-playing (RPG)
306,Yore VR,50.0,2,Simulator
306,Yore VR,50.0,2,Adventure
306,Yore VR,50.0,2,Indie
307,Stellar Overload,60.0,2,Role-playing (RPG)
307,Stellar Overload,60.0,2,Adventure
307,Stellar Overload,60.0,2,Indie
308,Timber and Stone,50.0,2,Strategy
308,Timber and Stone,50.0,2,Indie
309,Drift Into Eternity,72.5,2,Adventure
309,Drift Into Eternity,72.5,2,Indie
310,Exoplanet: First Contact,80.0,2,Role-playing (RPG)
310,Exoplanet: First Contact,80.0,2,Indie
311,Feed and Grow: Fish,60.0,2,Simulator
311,Feed and Grow: Fish,60.0,2,Adventure
311,Feed and Grow: Fish,60.0,2,Indie
312,DropZone,75.0,2,Real Time Strategy (RTS)
312,DropZone,75.0,2,Strategy
313,De Mambo,74.0,2,Fighting
313,De Mambo,74.0,2,Platform
313,De Mambo,74.0,2,Indie
314,Super Indie Karts,80.0,2,Racing
314,Super Indie Karts,80.0,2,Sport
314,Super Indie Karts,80.0,2,Indie
315,All Guns on Deck,40.0,2,Real Time Strategy (RTS)
315,All Guns on Deck,40.0,2,Role-playing (RPG)
315,All Guns on Deck,40.0,2,Simulator
315,All Guns on Deck,40.0,2,Strategy
315,All Guns on Deck,40.0,2,Adventure
315,All Guns on Deck,40.0,2,Indie
316,Wild Warfare,70.0,2,Indie
317,Elea,70.0,2,Puzzle
317,Elea,70.0,2,Adventure
317,Elea,70.0,2,Indie
318,Kingdoms Rise,50.0,2,Role-playing (RPG)
318,Kingdoms Rise,50.0,2,Indie
319,Bombernauts,80.0,2,Indie
320,Folk Tale,50.0,2,Role-playing (RPG)
320,Folk Tale,50.0,2,Simulator
320,Folk Tale,50.0,2,Strategy
320,Folk Tale,50.0,2,Adventure
320,Folk Tale,50.0,2,Indie
321,Gabe Newell Simulator,50.0,2,Shooter
321,Gabe Newell Simulator,50.0,2,Simulator
321,Gabe Newell Simulator,50.0,2,Adventure
321,Gabe Newell Simulator,50.0,2,Indie
322,Subaeria,57.5,2,Puzzle
322,Subaeria,57.5,2,Adventure
322,Subaeria,57.5,2,Indie
323,Dispatcher,40.0,2,Role-playing (RPG)
323,Dispatcher,40.0,2,Adventure
323,Dispatcher,40.0,2,Indie
324,Rodina,80.0,2,Indie
325,Starmade,60.0,2,Shooter
325,Starmade,60.0,2,Role-playing (RPG)
325,Starmade,60.0,2,Simulator
325,Starmade,60.0,2,Strategy
325,Starmade,60.0,2,Adventure
325,Starmade,60.0,2,Indie
326,Block Story,50.0,2,Puzzle
326,Block Story,50.0,2,Role-playing (RPG)
326,Block Story,50.0,2,Adventure
326,Block Story,50.0,2,Indie
327,Prismata,70.0,2,Real Time Strategy (RTS)
327,Prismata,70.0,2,Simulator
327,Prismata,70.0,2,Strategy
327,Prismata,70.0,2,Turn-based strategy (TBS)
327,Prismata,70.0,2,Indie
327,Prismata,70.0,2,Card & Board Game
328,Soulslinger: Envoy of Death,92.0,1,Shooter
328,Soulslinger: Envoy of Death,92.0,1,Adventure
328,Soulslinger: Envoy of Death,92.0,1,Indie
329,New Star GP,80.0,1,Racing
329,New Star GP,80.0,1,Simulator
329,New Star GP,80.0,1,Sport
329,New Star GP,80.0,1,Indie
329,New Star GP,80.0,1,Arcade
330,Forgive Me Father 2,70.0,1,Shooter
330,Forgive Me Father 2,70.0,1,Indie
331,Go-Go Town!,85.0,1,Simulator
331,Go-Go Town!,85.0,1,Indie
332,Trinity Fusion,85.0,1,Fighting
332,Trinity Fusion,85.0,1,Platform
332,Trinity Fusion,85.0,1,Role-playing (RPG)
332,Trinity Fusion,85.0,1,Indie
333,Voltaire: The Vegan Vampire,60.0,1,Role-playing (RPG)
333,Voltaire: The Vegan Vampire,60.0,1,Simulator
333,Voltaire: The Vegan Vampire,60.0,1,Indie
334,Arto,35.0,1,Role-playing (RPG)
334,Arto,35.0,1,Adventure
334,Arto,35.0,1,Indie
335,MythForce,65.0,1,Role-playing (RPG)
335,MythForce,65.0,1,Adventure
336,Spiritfall,66.0,1,Fighting
336,Spiritfall,66.0,1,Platform
336,Spiritfall,66.0,1,Role-playing (RPG)
336,Spiritfall,66.0,1,Hack and slash/Beat 'em up
337,Sker Ritual,60.0,1,Shooter
337,Sker Ritual,60.0,1,Indie
338,Lovecraft's Untold Stories 2,40.0,1,Role-playing (RPG)
338,Lovecraft's Untold Stories 2,40.0,1,Indie
339,Thy Creature,90.0,1,Shooter
339,Thy Creature,90.0,1,Puzzle
339,Thy Creature,90.0,1,Adventure
339,Thy Creature,90.0,1,Indie
340,Oaken,65.0,1,Puzzle
340,Oaken,65.0,1,Strategy
340,Oaken,65.0,1,Turn-based strategy (TBS)
340,Oaken,65.0,1,Adventure
340,Oaken,65.0,1,Indie
340,Oaken,65.0,1,Card & Board Game
341,Dread Delusion,73.0,1,Role-playing (RPG)
341,Dread Delusion,73.0,1,Adventure
341,Dread Delusion,73.0,1,Indie
342,Mortal Sin,81.0,1,Role-playing (RPG)
342,Mortal Sin,81.0,1,Hack and slash/Beat 'em up
342,Mortal Sin,81.0,1,Adventure
342,Mortal Sin,81.0,1,Indie
343,Ember Knights,85.0,1,Role-playing (RPG)
343,Ember Knights,85.0,1,Hack and slash/Beat 'em up
343,Ember Knights,85.0,1,Adventure
344,Puzzle Quest 3,60.0,1,Puzzle
344,Puzzle Quest 3,60.0,1,Role-playing (RPG)
344,Puzzle Quest 3,60.0,1,Strategy
345,Patch Quest,85.0,1,Shooter
345,Patch Quest,85.0,1,Adventure
345,Patch Quest,85.0,1,Indie
346,Graven,75.0,1,Shooter
346,Graven,75.0,1,Role-playing (RPG)
346,Graven,75.0,1,Adventure
347,Total Arcade Racing,80.0,1,Racing
347,Total Arcade Racing,80.0,1,Simulator
347,Total Arcade Racing,80.0,1,Sport
347,Total Arcade Racing,80.0,1,Indie
347,Total Arcade Racing,80.0,1,Arcade
348,Titan Chaser,80.0,1,Racing
348,Titan Chaser,80.0,1,Role-playing (RPG)
348,Titan Chaser,80.0,1,Simulator
348,Titan Chaser,80.0,1,Adventure
348,Titan Chaser,80.0,1,Indie
349,Victory Road,80.0,1,Fighting
349,Victory Road,80.0,1,Simulator
349,Victory Road,80.0,1,Sport
349,Victory Road,80.0,1,Strategy
349,Victory Road,80.0,1,Hack and slash/Beat 'em up
349,Victory Road,80.0,1,Indie
350,Mists of Noyah,60.0,1,Role-playing (RPG)
350,Mists of Noyah,60.0,1,Indie
351,Weed Farmer Simulator,50.0,1,Simulator
351,Weed Farmer Simulator,50.0,1,Indie
352,Shaolin vs Wutang 2,70.0,1,Fighting
352,Shaolin vs Wutang 2,70.0,1,Indie
353,Barricadez,80.0,1,Simulator
353,Barricadez,80.0,1,Strategy
353,Barricadez,80.0,1,Indie
354,Ultimate Zombie Defense,70.0,1,Shooter
354,Ultimate Zombie Defense,70.0,1,Strategy
354,Ultimate Zombie Defense,70.0,1,Adventure
355,Tainted Grail: The Fall of Avalon,0.0,1,Role-playing (RPG)
355,Tainted Grail: The Fall of Avalon,0.0,1,Adventure
355,Tainted Grail: The Fall of Avalon,0.0,1,Indie
356,Spellsword Cards: DungeonTop,68.0,1,Role-playing (RPG)
356,Spellsword Cards: DungeonTop,68.0,1,Strategy
356,Spellsword Cards: DungeonTop,68.0,1,Adventure
356,Spellsword Cards: DungeonTop,68.0,1,Indie
356,Spellsword Cards: DungeonTop,68.0,1,Card & Board Game
357,Mad Experiments: Escape Room,70.0,1,Puzzle
357,Mad Experiments: Escape Room,70.0,1,Adventure
357,Mad Experiments: Escape Room,70.0,1,Indie
358,MMORPG Tycoon 2,70.0,1,Simulator
358,MMORPG Tycoon 2,70.0,1,Strategy
358,MMORPG Tycoon 2,70.0,1,Indie
359,Tip of the Spear: Task Force Elite,80.0,1,Shooter
359,Tip of the Spear: Task Force Elite,80.0,1,Indie
360,The Yellow King,70.0,1,Role-playing (RPG)
360,The Yellow King,70.0,1,Adventure
360,The Yellow King,70.0,1,Indie
361,Errant Kingdom,70.0,1,Adventure
361,Errant Kingdom,70.0,1,Indie
361,Errant Kingdom,70.0,1,Visual Novel
362,Day of Dragons,50.0,1,Simulator
362,Day of Dragons,50.0,1,Indie
363,Book of Travels,66.0,1,Role-playing (RPG)
363,Book of Travels,66.0,1,Adventure
363,Book of Travels,66.0,1,Indie
