,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1018800,1018800,DEEEER Simulator: Your Average Everyday Deer Game,Gibier Games,PLAYISM,,3250,287,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,23
444460,444460,Love is Blind: Mutants,Hybriona Labs,New Reality Games,,40,81,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1529110,1529110,Bloody Raid,God Roll Games,God Roll Games,,68,19,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1280700,1280700,Drekirokr - Dusk of the Dragon,Ragnarökr Project,Ragnarökr Project,,26,4,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
709240,709240,Ingnomia,Roest,Roest,,163,62,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
955170,955170,铁道物语：陆王（Railway Saga:Land King）,"風林火山工作室, 東木酋長","Jolifess Inc., Fulinkazan Co.",,380,86,0,"100,000 .. 200,000",0,0,0,0,999,999,0,1
812040,812040,Shortest Trip to Earth,Interactive Fate,Iceberg Interactive,,1049,309,0,"100,000 .. 200,000",0,0,0,0,649,2599,75,15
1263070,1263070,Blightbound,Ronimo Games,Devolver Digital,,803,440,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,2
2014780,2014780,X-Plane 12,Laminar Research,Laminar Research,,2452,570,0,"100,000 .. 200,000",0,0,0,0,7999,7999,0,672
438000,438000,PIXELMAN,Kindermann Corp.,Kindermann Corp.,,213,44,0,"100,000 .. 200,000",0,0,0,0,99,99,0,0
1502660,1502660,Untrusted,playuntrusted.com,playuntrusted.com,,833,150,0,"100,000 .. 200,000",0,0,0,0,499,499,0,1
758870,758870,Kynseed,PixelCount Studios,PixelCount Studios,,2314,516,0,"100,000 .. 200,000",0,0,0,0,2499,2499,0,60
374670,374670,Ember Strike,Reentry Games,Reentry Games,,810,212,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
465710,465710,Heroes Tactics,Camex Games,Camex Games,,164,98,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
788630,788630,Gaia Beyond,Warp Turtle,Warp Turtle,,173,59,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,2
423810,423810,Marooners,M2H,M2H,,433,240,0,"100,000 .. 200,000",0,0,0,0,999,999,0,0
919280,919280,"MovieMator Video Editor Pro - Movie Maker, Video Editing Software",EffectMatrix,EffectMatrix ,,444,336,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,17
1334010,1334010,Last Room,RelluRealGames,Gigantum Games,,264,114,0,"100,000 .. 200,000",0,0,0,0,41,299,86,1
1134520,1134520,Dark Light,Mirari&amp;Co.,Mirari&amp;Co.,,510,131,0,"100,000 .. 200,000",0,0,0,0,1699,1699,0,2
1397790,1397790,Samurai GUNN 2,"Beau Blyth, Nelson Boles, Valentin Seiche, Doseone, Adam Robezzoli, Evan Hemsley, YellowAfterlife","SCRAMBLER, Peow Studio",,568,29,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,3
1159560,1159560,Ziggurat 2,Milkstone Studios,Milkstone Studios,,1144,101,0,"100,000 .. 200,000",0,0,0,0,2499,2499,0,13
2254540,2254540,Grip on Reality,"Sean Marty, Raphael Marty",Sean Marty,,2,0,0,"100,000 .. 200,000",0,0,0,0,499,499,0,0
315070,315070,Blob From Space,JosPlays,JosPlays,,42,118,0,"100,000 .. 200,000",0,0,0,0,199,199,0,0
630030,630030,War Tech Fighters,Drakkar Dev,Green Man Gaming Publishing,,253,74,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,0
469830,469830,Fable Fortune,"Mediatonic, Flaming Fowl Studios",Mediatonic,,377,163,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
851800,851800,G2 Fighter / 基因特工,一寸光年G2工作室,FUNBOX GAMES,,2394,583,0,"100,000 .. 200,000",0,0,0,0,1599,1599,0,2
725480,725480,Slap City,Ludosity,Ludosity,,2688,150,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,3
323380,323380,The Magic Circle,Question,Question,,1322,111,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,1
1487560,1487560,StarCrawlers Chimera,Juggernaut Games,Juggernaut Games,,41,7,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,13
1349540,1349540,DPS IDLE,"YDKR, Semenov Iurii, Aleksandr Golovkin",YDKR,,416,239,0,"100,000 .. 200,000",0,0,0,0,0,0,0,176
505740,505740,Eximius: Seize the Frontline,Ammobox Studios,Ammobox Studios,,498,181,0,"100,000 .. 200,000",0,0,0,0,999,999,0,2
657730,657730,Wolflord - Werewolf Online,LizardFactory,LizardFactory,,176,32,0,"100,000 .. 200,000",0,0,0,0,0,0,0,2
520860,520860,Impulse of War,Dmitry Medvedev,Dmitry Medvedev,,283,157,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
436320,436320,Raw Data,Survios,Survios,,1894,555,0,"100,000 .. 200,000",0,0,0,0,3999,3999,0,9
599080,599080,The Blackout Club,Question,Question,,2161,591,0,"100,000 .. 200,000",0,0,0,0,2999,2999,0,16
1464380,1464380,Eclipse,MadRock,MadRock,,130,55,0,"100,000 .. 200,000",0,0,0,0,599,599,0,0
520950,520950,DRIFT CE,ECC GAMES,505 Games,,1683,612,0,"100,000 .. 200,000",0,0,0,0,2999,2999,0,18
684200,684200,Icons: Legacy Edition,"Wavedash Games, Vortex Games","Wavedash Games, Vortex Games",,417,574,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
562860,562860,Ion Fury,"Voidpoint, LLC",3D Realms,,6781,671,0,"100,000 .. 200,000",0,0,0,0,2499,2499,0,39
1844080,1844080,Starwisp Hyperdrive,Ghost Cat Games,Ghost Cat Games,,7,1,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,0
1595410,1595410,NUC: After The Blast,Leakage Games,Leakage Games,,16,14,0,"100,000 .. 200,000",0,0,0,0,99,99,0,0
1181790,1181790,Circle of Sumo: Online Rumble!,"Yonder, Strelka Games",Strelka Games,,913,80,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
448320,448320,GIBZ,Torrunt,Torrunt,,1052,165,0,"100,000 .. 200,000",0,0,0,0,699,699,0,3
999860,999860,Enemy On Board,Windwalk Games,Windwalk Games,,1121,431,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1490860,1490860,Til Nord,Moose Attack Studios,Breda University of Applied Sciences,,489,94,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
2818260,2818260,Vigor,Bohemia Interactive,Bohemia Interactive,,497,422,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,145
2094910,2094910,Pile Up!,Remoob,"Catoptric Games, IndieArk",,566,117,0,"100,000 .. 200,000",0,0,0,0,999,999,0,9
2084000,2084000,Shogun Showdown,Roboatino,"Goblinz Publishing, Gamera Games",,2111,75,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,80
1635450,1635450,Longvinter,Uuvana Studios,Uuvana Studios,,3690,1628,0,"100,000 .. 200,000",0,0,0,0,1899,1899,0,529
801220,801220,Magnificent 5,Free Reign Entertainment LLC,Free Reign Entertainment LLC,,50,76,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1335360,1335360,Chef Chen,buho game,buho game,,23,4,0,"100,000 .. 200,000",0,0,0,0,1299,1299,0,1
350740,350740,The Bug Butcher,Awfully Nice Studios,Awfully Nice Studios,,1073,112,0,"100,000 .. 200,000",0,0,0,0,799,799,0,0
978620,978620,Corma: The Next Level,Nemo Studios,Nemo Studios,,229,288,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
580040,580040,Formata,Nezon Production,Nezon Production,,555,297,0,"100,000 .. 200,000",0,0,0,0,999,999,0,3
876650,876650,Aground,"Fancy Fish Games, SnöBox Studio","Fancy Fish Games, Whitethorn Games",,1560,99,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,67
1375900,1375900,Swarm Grinder,Last Bite Games,Last Bite Games,,515,115,0,"100,000 .. 200,000",0,0,0,0,799,799,0,17
1466060,1466060,Tainted Grail: The Fall of Avalon,Questline,Awaken Realms,,2127,416,0,"100,000 .. 200,000",0,0,0,0,2999,2999,0,242
2707940,2707940,FPV Kamikaze Drone,HFM Games,HFM Games,,3516,430,0,"100,000 .. 200,000",0,0,0,0,199,199,0,94
770810,770810,"Good Pizza, Great Pizza - Cooking Simulator Game",TapBlaze,TapBlaze,,3686,381,0,"100,000 .. 200,000",0,0,0,0,999,999,0,182
1466300,1466300,Stack Defense,Area 1,Area 1,,1,1,0,"100,000 .. 200,000",0,0,0,0,999,999,0,0
2228220,2228220,Variant 22,ST Studios,ST Studios,,1,12,0,"100,000 .. 200,000",0,0,0,0,1399,1399,0,0
770100,770100,One Deck Dungeon,Handelabra Games Inc.,Handelabra Games Inc.,,607,149,0,"100,000 .. 200,000",0,0,0,0,999,999,0,6
838630,838630,Deadliest Catch: The Game,4Fishing,Ultimate Games S.A.,,700,627,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,12
605230,605230,Grey Hack,Loading Home,Loading Home,,1265,131,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,32
1194930,1194930,Blackthorn Arena,PersonaeGame Studio,PersonaeGame Studio,,2556,1177,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,21
227160,227160,Kinetic Void,Badland Studio,Badland Studio,,271,1284,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,0
1179580,1179580,KAKU: Ancient Seal,BINGOBELL,BINGOBELL,,542,77,0,"100,000 .. 200,000",0,0,0,0,2499,2499,0,190
1766060,1766060,HumanitZ,Yodubzz Studios,indie.io,,2361,854,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,213
1422130,1422130,SimRail - The Railway Simulator,SimRail S.A.,PlayWay S.A.,,3038,344,0,"100,000 .. 200,000",0,0,0,0,3499,3499,0,436
1587130,1587130,Blood West,Hyperstrange,Hyperstrange,,3060,325,0,"100,000 .. 200,000",0,0,0,0,1749,2499,30,90
2139730,2139730,Maskonauts: Chat'Attack,quanty bandit,quanty bandit,,4,0,0,"100,000 .. 200,000",0,0,0,0,599,599,0,0
409590,409590,KINGDOMS,Oreol,Oreol,,2968,968,0,"100,000 .. 200,000",0,0,0,0,999,999,0,3
753610,753610,J.A.W.S,"Corn Fed Games, LLC.","Corn Fed Games, LLC.",,76,78,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
842150,842150,Wild West Saga: Idle Tycoon Clicker,Tamasenco,Tamasenco,,512,238,0,"100,000 .. 200,000",0,0,0,0,0,0,0,46
385240,385240,Ultimate Arena,Triverske,Triverske,,777,175,0,"100,000 .. 200,000",0,0,0,0,499,499,0,1
1146720,1146720,AION - Translator application,ONBI,ONBI,,215,278,0,"100,000 .. 200,000",0,0,0,0,599,599,0,14
1872860,1872860,Conrad Stevenson's Paranormal P.I.,D&amp;A Studios,D&amp;A Studios,,832,56,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,5
1930600,1930600,Beautiful Mystic Survivors,Fantasize Games,Mango Council,,848,313,0,"100,000 .. 200,000",0,0,0,0,499,499,0,4
1999170,1999170,Insect Swarm,Parallel Portal,NPC Entertainment,,1534,245,0,"100,000 .. 200,000",0,0,0,0,899,899,0,6
1975860,1975860,Drift Type C,Jonworks Interactive,Jonworks Interactive,,1,1,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,0
571350,571350,DED,"L. Stotch, Vladimir Soldatov","L. Stotch, Vladimir Soldatov",,554,121,0,"100,000 .. 200,000",0,0,0,0,0,0,0,1
604490,604490,Running Through Russia,Spell Helix,Spell Helix,,1036,401,0,"100,000 .. 200,000",0,0,0,0,99,99,0,0
950620,950620,Priest Simulator: Vampire Show,Asmodev,Ultimate Games S.A.,,702,26,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,4
846030,846030,ΔV: Rings of Saturn,Kodera Software,"Kodera Software, Kurki.games",,2284,156,0,"100,000 .. 200,000",0,0,0,0,999,999,0,127
855740,855740,Bum Simulator,Ragged Games,"Ragged Games, PlayWay S.A.",,3004,416,0,"100,000 .. 200,000",0,0,0,0,1799,1799,0,88
1735700,1735700,Back to the Dawn,Metal Head Games,Spiral Up Games,,3426,265,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,155
1257550,1257550,Mercenary Skirmish,4ugui,4ugui,,13,4,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
881230,881230,Top Down Racer,Neobite Games,Neobite Games,,17,10,0,"100,000 .. 200,000",0,0,0,0,599,599,0,0
686260,686260,Forged Battalion,Petroglyph,Petroglyph,,624,456,0,"100,000 .. 200,000",0,0,0,0,999,999,0,2
325260,325260,PANZER BALL,Oz,Oz,,1116,125,0,"100,000 .. 200,000",0,0,0,0,499,499,0,2
1134710,1134710,NIMBY Rails,Weird and Wry,Weird and Wry,,1544,176,0,"100,000 .. 200,000",0,0,0,0,1899,1899,0,306
394760,394760,Dead Effect 2,"BadFly Interactive, a.s.",App Holdings,,1616,603,0,"100,000 .. 200,000",0,0,0,0,1199,1199,0,11
1058770,1058770,我来自江湖 From Jianghu,Gamexel Studio,INDIECN,,1828,433,0,"100,000 .. 200,000",0,0,0,0,999,999,0,70
789760,789760,DEAD OR SCHOOL,Studio Nanafushi,Studio Nanafushi,,2304,414,0,"100,000 .. 200,000",0,0,0,0,2499,2499,0,7
803980,803980,Plane Mechanic Simulator,"Cobble Games, Disaster Studio",Movie Games S.A.,,907,648,0,"100,000 .. 200,000",0,0,0,0,1199,1199,0,3
1830970,1830970,The Last Flame,Hotloop,"Hotloop, Surefire.Games",,1097,178,0,"100,000 .. 200,000",0,0,0,0,1799,1799,0,103
1937780,1937780,Total War: PHARAOH,CREATIVE ASSEMBLY,SEGA,,2641,1565,0,"100,000 .. 200,000",0,0,0,0,3999,3999,0,681
891430,891430,Rogue Heist,Lifelike Studios,Time2Play Gaming Studios,,134,260,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
416670,416670,Gunslingers,Kovalim,Kovalim,,180,164,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
704880,704880,Trident's Wake,Bacus Studios,Graffiti Games,,45,69,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,0
424830,424830,Bell Ringer,Night Node Software,Night Node Software,,98,321,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
2165440,2165440,MeiQi 2020,QZQ Studio,QZQ Studio,,3,0,0,"100,000 .. 200,000",0,0,0,0,1899,1899,0,1
754320,754320,Pixel Noir,SWDTech Games,Team17,,46,19,0,"100,000 .. 200,000",0,0,0,0,2499,2499,0,0
909660,909660,Vagrus - The Riven Realms,Lost Pilgrims Studio,Lost Pilgrims Studios,,1003,176,0,"100,000 .. 200,000",0,0,0,0,2999,2999,0,41
887570,887570,NEBULOUS: Fleet Command,Eridanus Industries,Hooded Horse,,2326,227,0,"100,000 .. 200,000",0,0,0,0,1949,2999,35,130
2286830,2286830,Deep Blue Fantasy,Gravity Garden,Gravity Garden,,21,4,0,"100,000 .. 200,000",0,0,0,0,899,899,0,0
2006390,2006390,Valand,LOMS Studio,LOMS Studio,,46,22,0,"100,000 .. 200,000",0,0,0,0,799,799,0,0
851110,851110,Idle Racing GO: Clicker Tycoon,T-Bull,T-Bull,,317,285,0,"100,000 .. 200,000",0,0,0,0,0,0,0,18
934580,934580,Hell Wedding 夜嫁,Phoenix Game Studio,Ggame Studio,,1007,143,0,"100,000 .. 200,000",0,0,0,0,0,0,0,3
1659090,1659090,REMEDIUM,Sobaka Studio,ESDigital Games,,45,19,0,"100,000 .. 200,000",0,0,0,0,1799,1799,0,0
429620,429620,Dungeon Rushers,Goblinz Studio,"Goblinz Publishing, WhisperGames",,748,447,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,1
1323420,1323420,H-SNIPER: World War II,Konnichiwa Games,Konnichiwa Games,,919,129,0,"100,000 .. 200,000",0,0,0,0,99,99,0,0
946990,946990,Secret Government,GameTrek,Fulqrum Publishing,,161,124,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,0
1683150,1683150,Railroader,Giraffe Lab LLC,Giraffe Lab LLC,,1635,38,0,"100,000 .. 200,000",0,0,0,0,2999,2999,0,529
405980,405980,Legend of Dungeon: Masters,Robot Loves Kitty,Robot Loves Kitty,,115,77,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
2478840,2478840,Demon's Blood,"Another Slime Studio, Ptits Potes N'Co",Another Slime Studio,,3,1,0,"100,000 .. 200,000",0,0,0,0,799,799,0,0
906790,906790,Gaia,Eternal Stardust Studios,Eternal Stardust Studios,,54,39,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,0
793690,793690,Final Assault,Phaser Lock Interactive,Phaser Lock Interactive,,437,30,0,"100,000 .. 200,000",0,0,0,0,999,999,0,0
575950,575950,Blood Feed,Racing Bros,ANPA.US,,544,235,0,"100,000 .. 200,000",0,0,0,0,99,99,0,0
1234940,1234940,Astronarch,Dale Turner,Dale Turner,,790,78,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,9
360620,360620,Spellsworn,Frogsong Studios,Frogsong Studios,,1271,155,0,"100,000 .. 200,000",0,0,0,0,0,0,0,5
382300,382300,Kidnapped,"Deceptive Games, Gavin Powell",Deceptive Games,,305,239,0,"100,000 .. 200,000",0,0,0,0,299,299,0,0
1679220,1679220,Portal Dungeon,DuskDogStudio,"DuskDogStudio, IndieArk",,965,132,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,49
386140,386140,After The End: The Harvest,Elushis,Elushis Music & Gaming,,63,29,0,"100,000 .. 200,000",0,0,0,0,499,499,0,0
441790,441790,Fragmented,Above and Beyond Technologies,Above and Beyond Technologies,,839,1112,0,"100,000 .. 200,000",0,0,0,0,999,999,0,2
908100,908100,九州：商旅（Nine Provinces: Caravan）,"BigLight.Games, Xbgzs","BigLight.Games, NPC Entertainment",,989,95,0,"100,000 .. 200,000",0,0,0,0,899,899,0,13
1457690,1457690,Dwarves  & Dungeons,ColorfulMaxtrix,Hawthorn Games,,38,14,0,"100,000 .. 200,000",0,0,0,0,399,399,0,0
2051620,2051620,Enlisted: Reinforced,Darkflow Software,Gaijin Network Ltd,,130,90,0,"100,000 .. 200,000",0,0,0,0,0,0,0,16
1609730,1609730,Aliens vs. Ghosts,Sayan,Sayan,,269,45,0,"100,000 .. 200,000",0,0,0,0,499,499,0,4
2067790,2067790,Crimson Snow (2023),Steppe Hare Studio,Steppe Hare Studio,,1139,63,0,"100,000 .. 200,000",0,0,0,0,699,699,0,7
2059170,2059170,Quasimorph,Magnum Scriptum,HypeTrain Digital,,2152,560,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,214
1516580,1516580,Unknown Woods,Spirit Games,Spirit Games,,4,2,0,"100,000 .. 200,000",0,0,0,0,99,99,0,0
1086410,1086410,Golf Around!,Steve Hough,Steve Hough,,960,57,0,"100,000 .. 200,000",0,0,0,0,499,999,50,4
1482910,1482910,Idle Monster TD,Swell Games LLC,Swell Games LLC,,569,209,0,"100,000 .. 200,000",0,0,0,0,0,0,0,56
2244130,2244130,Ratopia,Cassel Games,Cassel Games,,2057,276,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,294
244030,244030,Take On Mars,Bohemia Interactive,Bohemia Interactive,,1085,890,0,"100,000 .. 200,000",0,0,0,0,999,999,0,7
1260810,1260810,Touhou Blooming Chaos 2,"二色幽紫蝶, re零同人社","二色幽紫蝶, 东游鉴",,2310,154,0,"100,000 .. 200,000",0,0,0,0,599,599,0,9
339820,339820,Starwalker,MP Game Studios,MP Game Studios,,9,22,0,"100,000 .. 200,000",0,0,0,0,399,399,0,0
1175890,1175890,P.A.I.N.T.,Plankwalk Studio,Breda University of Applied Sciences,,79,34,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1270570,1270570,All Over,Overall Adventures ltd,Overall Adventures ltd,,29,5,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
890520,890520,Rocket Science,unbeGames,unbeGames,,93,26,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,1
464360,464360,3030 Deathwar Redux - A Space Odyssey,Bird in Sky,Crunchy Leaf Games,,1046,65,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,1
2336720,2336720,Greed of Man,NIK,NIK,,505,958,0,"100,000 .. 200,000",0,0,0,0,0,0,0,148
1334000,1334000,Wordle,PreoNus Games,Gigantum Games,,521,93,0,"100,000 .. 200,000",0,0,0,0,38,299,87,6
1374930,1374930,Black Geyser: Couriers of Darkness,GrapeOcean Technologies,"V Publishing, GrapeOcean Technologies",,618,214,0,"100,000 .. 200,000",0,0,0,0,2999,2999,0,5
1372530,1372530,Fly Corp,KishMish Games,KishMish Games,,2134,289,0,"100,000 .. 200,000",0,0,0,0,839,1199,30,95
1612980,1612980,VR Game Station,Batuhan Güner,Batuhan Güner,,1,1,0,"100,000 .. 200,000",0,0,0,0,1099,1099,0,0
485360,485360,Disgraced,Corrosive Studios LLC,Corrosive Studios LLC,,72,14,0,"100,000 .. 200,000",0,0,0,0,999,999,0,1
686680,686680,Computer Tycoon,Progorion,Progorion,,785,140,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,11
1173200,1173200,Metal Unit,JellySnow Studio,NEOWIZ,,2191,429,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,15
1152340,1152340,Book of Travels,Might and Delight,Might and Delight,,1569,289,0,"100,000 .. 200,000",0,0,0,0,3499,3499,0,12
1560250,1560250,Rising Front,Sandstorm Studios Inc.,Sandstorm Studios Inc.,,1965,229,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,66
1588530,1588530,Dungeon Alchemist,Briganti,Briganti,,2497,126,0,"100,000 .. 200,000",0,0,0,0,4499,4499,0,142
2560740,2560740,Beyond fantasy,Beyond khan,Beyond khan,,2,0,0,"100,000 .. 200,000",0,0,0,0,649,1299,50,0
317530,317530,Congo,Big Red Eight,,,111,82,0,"100,000 .. 200,000",0,0,0,0,499,499,0,0
406090,406090,Enigmoon,Tupã Games,Tupã Games,,560,195,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,0
796860,796860,Police Enforcement VR : 1-King-27,Karnage Gaming,Karnage Gaming,,97,212,0,"100,000 .. 200,000",0,0,0,0,799,799,0,0
1141530,1141530,"PlayClaw 7 - Game Overlays, Recording and Streaming",Eduard Kozadaev,Eduard Kozadaev,,242,46,0,"100,000 .. 200,000",0,0,0,0,0,0,0,297
920690,920690,CardLife: Creative Survival,Freejam,Freejam,,1789,1039,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,9
1553420,1553420,Rifle Strike,"Štěpán Sedmík, Lukáš Vorlíček",Jakub Sedmík,,33,15,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1741400,1741400,Wander Hero,Dimension Travler,BD Games,,901,193,0,"100,000 .. 200,000",0,0,0,0,1099,1099,0,32
1511460,1511460,InfraSpace,Dionic Software,Dionic Software,,1137,236,0,"100,000 .. 200,000",0,0,0,0,2499,2499,0,52
2719820,2719820,Tafl PTK,Oak The Wise,Oak The Wise,,2,0,0,"100,000 .. 200,000",0,0,0,0,799,799,0,0
557580,557580,Ancient Guardian,North Lab,North Lab,,107,42,0,"100,000 .. 200,000",0,0,0,0,799,799,0,0
1166740,1166740,Centralia: Homecoming,indie_games_studio,indie_games_studio,,53,24,0,"100,000 .. 200,000",0,0,0,0,1299,1299,0,0
738500,738500,The Parallax Effect,Danstarr13,Danstarr13,,112,127,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
884550,884550,Mist of the Dark,"Visualistic Studios, LLC.","Visualistic Studios, LLC.",,62,72,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1342340,1342340,MadGuns,Novalink,Novalink,,273,184,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1017410,1017410,Tetra Project - 原石计划,AliveGameStudio,AliveGameStudio,,506,49,0,"100,000 .. 200,000",0,0,0,0,999,999,0,0
980940,980940,My Little Blacksmith Shop,"Dasius, Noble Games Studio",Noble Games Studio,,727,240,0,"100,000 .. 200,000",0,0,0,0,999,999,0,5
1479480,1479480,Polity,JIB Games,JIB Games,,48,24,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
2698780,2698780,ContractVille,MYM Games Studios,FiftyEight Studios,,200,42,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,488
1489970,1489970,Highrise City,Fourexo Entertainment,Deck13,,828,216,0,"100,000 .. 200,000",0,0,0,0,2999,2999,0,7
1554010,1554010,我的变色龙女友My Chameleon Girlfriend,亿米米游戏YIMI GAME,亿米米游戏YIMI GAME,,9,4,0,"100,000 .. 200,000",0,0,0,0,399,399,0,0
1261180,1261180,Rebirth Online,Caret Games,Caret Games,,134,189,0,"100,000 .. 200,000",0,0,0,0,0,0,0,12
815040,815040,Star Trek Adversaries,Puppet Master Games,Puppet Master Games,,173,122,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
844330,844330,The Goatman,MC Games,MC Games,,314,152,0,"100,000 .. 200,000",0,0,0,0,499,499,0,0
1104330,1104330,Founders' Fortune,Dionic Software,Dionic Software,,1642,377,0,"100,000 .. 200,000",0,0,0,0,2199,2199,0,42
840010,840010,Garden Paws,Bitten Toast Games Inc.,Bitten Toast Games Inc.,,2174,220,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,41
307090,307090,Fancy Skulls,tequibo,tequibo,,234,91,0,"100,000 .. 200,000",0,0,0,0,0,0,0,1
898720,898720,Kubifaktorium,Neomateria Games GmbH,Neomateria Games GmbH,,596,141,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,12
1475400,1475400,"Run Prop, Run!",PlayTogether Studio,PlayTogether Studio,,693,188,0,"100,000 .. 200,000",0,0,0,0,0,0,0,8
1802720,1802720,Sixtar Gate: STARTRAIL,Starlike Inc.,"CFK Co., Ltd.",,1194,67,0,"100,000 .. 200,000",0,0,0,0,2499,2499,0,9
1188930,1188930,Chrono Ark,Al Fine,Al Fine,,8350,870,0,"100,000 .. 200,000",0,0,0,0,2499,2499,0,1244
1486800,1486800,Chess Knights: High Noon,Minimol Games,Minimol Games,,30,15,0,"100,000 .. 200,000",0,0,0,0,299,299,0,0
529240,529240,"Creature Clicker - Capture, Train, Ascend!",ColloseusX,Phat Phrog Studios,,225,233,0,"100,000 .. 200,000",0,0,0,0,199,199,0,2
431810,431810,Rencounter,SPVD,GrabTheGames,,251,99,0,"100,000 .. 200,000",0,0,0,0,599,599,0,0
876900,876900,Climb,A Sweet Studio,A Sweet Studio,,294,92,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
